Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1_Performance_Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score
"520138","AURORA ST LUKES MEDICAL CENTER","2900 W OKLAHOMA AVE","Milwaukee","WI","53215","MILWAUKEE","0.878942","10 out of 10","9 out of 9","10 out of 10","0.892612","6 out of 10","3 out of 9","6 out of 10","0.921414","10 out of 10","9 out of 9","10 out of 10","0.503175","7 out of 10","6 out of 9","7 out of 10","0.413","2 out of 10","0 out of 9","2 out of 10","1.057","0 out of 10","0 out of 9","0 out of 10","1 out of 10","1.743","0 out of 10","0 out of 9","0 out of 10","0.284","6 out of 10","0 out of 9","6 out of 10"
"520139","AURORA WEST ALLIS MEDICAL CENTER","8901 W LINCOLN AVE","West Allis","WI","53227","MILWAUKEE","0.867702","10 out of 10","9 out of 9","10 out of 10","0.869747","0 out of 10","0 out of 9","0 out of 10","0.882713","1 out of 10","0 out of 9","1 out of 10","0.500582","7 out of 10","0 out of 9","7 out of 10","0.698","0 out of 10","0 out of 9","0 out of 10","1.669","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0.306","5 out of 10","4 out of 9","5 out of 10","0.857","0 out of 10","7 out of 9","7 out of 10"
"520160","THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC","1818 N MEADE ST","Appleton","WI","54911","OUTAGAMIE","0.864775","10 out of 10","9 out of 9","10 out of 10","0.861621","0 out of 10","0 out of 9","0 out of 10","0.884414","1 out of 10","0 out of 9","1 out of 10","0.505904","6 out of 10","8 out of 9","8 out of 10","0.542","0 out of 10","0 out of 9","0 out of 10","0.340","6 out of 10","5 out of 9","6 out of 10","0 out of 10","1.288","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"520177","FROEDTERT MEMORIAL LUTHERAN HOSPITAL","9200 W WISCONSIN AVE","Milwaukee","WI","53226","MILWAUKEE","0.849985","2 out of 10","1 out of 9","2 out of 10","0.892180","6 out of 10","6 out of 9","6 out of 10","0.890407","4 out of 10","5 out of 9","5 out of 10","0.447504","10 out of 10","9 out of 9","10 out of 10","0.038","9 out of 10","4 out of 9","9 out of 10","1.067","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.902","0 out of 10","0 out of 9","0 out of 10","1.134","0 out of 10","3 out of 9","3 out of 10"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","Kenosha","WI","53142","KENOSHA","0.861842","Not Available","Not Available","Not Available","0.889930","5 out of 10","0 out of 9","5 out of 10","0.886062","2 out of 10","5 out of 9","5 out of 10","0.595444","2 out of 10","7 out of 9","7 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","0.561","3 out of 10","6 out of 9","6 out of 10","6 out of 10","0.439","4 out of 10","0 out of 9","4 out of 10","0.000","10 out of 10","Not Available","10 out of 10"
"520193","AURORA BAYCARE MEDICAL CTR","2845 GREENBRIER RD","Green Bay","WI","54313","BROWN","0.863214","10 out of 10","Not Available","10 out of 10","0.896341","8 out of 10","Not Available","8 out of 10","0.900733","8 out of 10","Not Available","8 out of 10","0.507630","6 out of 10","5 out of 9","6 out of 10","0.161","6 out of 10","1 out of 9","6 out of 10","1.500","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0.278","6 out of 10","0 out of 9","6 out of 10","2.653","0 out of 10","Not Available","0 out of 10"
"520194","ORTHOPAEDIC HOSPITAL OF WISCONSIN","475 W RIVER WOODS PKWY","Glendale","WI","53212","MILWAUKEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.450359","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520196","OAKLEAF SURGICAL HOSPITAL","1000 OAKLEAF WAY","Altoona","WI","54720","EAU CLAIRE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.434357","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520198","AURORA MEDICAL CTR OSHKOSH","855 N WESTHAVEN DRIVE","Oshkosh","WI","54904","WINNEBAGO","0.867489","10 out of 10","Not Available","10 out of 10","0.876950","0 out of 10","3 out of 9","3 out of 10","0.886699","2 out of 10","0 out of 9","2 out of 10","0.389713","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520202","ST CLARES HOSPITAL OF WESTON","3400 MINISTRY PARKWAY","Weston","WI","54476","MARATHON","0.841308","0 out of 10","0 out of 9","0 out of 10","0.866574","0 out of 10","0 out of 9","0 out of 10","0.892527","5 out of 10","Not Available","5 out of 10","0.522206","6 out of 10","0 out of 9","6 out of 10","0.534","0 out of 10","0 out of 9","0 out of 10","0.618","3 out of 10","0 out of 9","3 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"520204","WHEATON FRANCISCAN HEALTHCARE FRANKLIN","10101 SOUTH 27TH ST","Franklin","WI","53132","MILWAUKEE","0.865437","Not Available","Not Available","Not Available","0.895494","7 out of 10","Not Available","7 out of 10","0.868797","0 out of 10","Not Available","0 out of 10","0.625162","0 out of 10","0 out of 9","0 out of 10","0.808","0 out of 10","Not Available","0 out of 10","0.883","0 out of 10","Not Available","0 out of 10","0 out of 10","0.682","0 out of 10","Not Available","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"520205","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","10101 SOUTH 27TH ST  2ND FLOOR","Franklin","WI","53132","MILWAUKEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.674357","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520206","AURORA MEDICAL CENTER","36500 AURORA DRIVE","Summit","WI","53066","WAUKESHA","0.867723","10 out of 10","Not Available","10 out of 10","0.885031","2 out of 10","Not Available","2 out of 10","0.891153","4 out of 10","Not Available","4 out of 10","0.425378","10 out of 10","9 out of 9","10 out of 10","1.727","0 out of 10","Not Available","0 out of 10","1.464","0 out of 10","4 out of 9","4 out of 10","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"520207","AURORA MEDICAL CENTER","975 PORT WASHINGTON ROAD","Grafton","WI","53024","OZAUKEE","0.868354","10 out of 10","Not Available","10 out of 10","0.896142","8 out of 10","7 out of 9","8 out of 10","0.900422","8 out of 10","8 out of 9","8 out of 10","0.852690","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","1.583","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1.348","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"520208","ST MARYS JANESVILLE HOSPITAL","3400 EAST RACINE STREET","Janesville","WI","53546","ROCK","0.865035","Not Available","Not Available","Not Available","0.904512","10 out of 10","Not Available","10 out of 10","0.902665","9 out of 10","Not Available","9 out of 10","0.447056","10 out of 10","Not Available","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.695","0 out of 10","Not Available","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"530002","CAMPBELL COUNTY MEMORIAL HOSPITAL","501 SOUTH BURMA AVENUE","Gillette","WY","82716","CAMPBELL","0.864777","Not Available","Not Available","Not Available","0.861527","0 out of 10","Not Available","0 out of 10","0.871335","0 out of 10","0 out of 9","0 out of 10","0.705680","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530006","SHERIDAN MEMORIAL HOSPITAL","1401 W 5TH ST","Sheridan","WY","82801","SHERIDAN","0.856753","Not Available","Not Available","Not Available","0.854918","0 out of 10","Not Available","0 out of 10","0.889477","3 out of 10","2 out of 9","3 out of 10","0.501751","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530008","SAGEWEST HEALTH CARE","2100 W SUNSET DR","Riverton","WY","82501","FREMONT","0.862072","Not Available","Not Available","Not Available","0.894326","7 out of 10","Not Available","7 out of 10","0.901684","8 out of 10","8 out of 9","8 out of 10","0.592319","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530011","MEMORIAL HOSPITAL SWEETWATER COUNTY","1200 COLLEGE DRIVE","Rock Springs","WY","82901","SWEETWATER","0.861442","Not Available","Not Available","Not Available","0.879483","0 out of 10","Not Available","0 out of 10","0.888613","3 out of 10","Not Available","3 out of 10","0.615840","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530012","WYOMING MEDICAL CENTER","1233 EAST 2ND ST","Casper","WY","82601","NATRONA","0.873402","10 out of 10","9 out of 9","10 out of 10","0.872783","0 out of 10","1 out of 9","1 out of 10","0.881945","0 out of 10","2 out of 9","2 out of 10","0.413203","10 out of 10","9 out of 9","10 out of 10","0.379","2 out of 10","0 out of 9","2 out of 10","2.037","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0.748","0 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"530014","CHEYENNE REGIONAL MEDICAL CENTER","214 EAST 23RD STREET","Cheyenne","WY","82001","LARAMIE","0.866536","10 out of 10","9 out of 9","10 out of 10","0.882085","1 out of 10","0 out of 9","1 out of 10","0.893802","5 out of 10","0 out of 9","5 out of 10","0.435555","10 out of 10","9 out of 9","10 out of 10","1.056","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","1.741","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available"
"530015","ST JOHNS MEDICAL CENTER","625 EAST BROADWAY","Jackson","WY","83001","TETON","Not Available","Not Available","Not Available","Not Available","0.887350","3 out of 10","Not Available","3 out of 10","0.888848","3 out of 10","Not Available","3 out of 10","0.454906","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530025","IVINSON MEMORIAL HOSPITAL","255 N 30TH","Laramie","WY","82072","ALBANY","0.863185","Not Available","Not Available","Not Available","0.888445","4 out of 10","Not Available","4 out of 10","0.895171","6 out of 10","7 out of 9","7 out of 10","0.492024","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530032","EVANSTON REGIONAL HOSPITAL","190 ARROWHEAD DR","Evanston","WY","82930","UINTA","0.862794","Not Available","Not Available","Not Available","0.879009","Not Available","Not Available","Not Available","0.864850","0 out of 10","Not Available","0 out of 10","0.427578","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"530033","MOUNTAIN VIEW REGIONAL HOSPITAL","6550 EAST 2ND STREET","Casper","WY","82605","NATRONA","Not Available","Not Available","Not Available","Not Available","0.886892","Not Available","Not Available","Not Available","0.891445","Not Available","Not Available","Not Available","0.639970","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670005","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","300 KINGWOOD MEDICAL DRIVE","Kingwood","TX","77339","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.459441","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670006","THE HOSPITAL AT WESTLAKE MEDICAL CENTER","5656 BEE CAVES ROAD, SUITE M-302","Austin","TX","78746","TRAVIS","0.866457","Not Available","Not Available","Not Available","0.890632","Not Available","Not Available","Not Available","0.897468","7 out of 10","6 out of 9","7 out of 10","0.487562","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670008","HOUSTON PHYSICIANS' HOSPITAL","333 N TEXAS AVENUE","Webster","TX","77598","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.417187","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670019","UNIVERSITY GENERAL HOSPITAL","7501 FANNIN","Houston","TX","77054","HARRIS","0.862037","Not Available","Not Available","Not Available","0.882667","Not Available","Not Available","Not Available","0.894768","Not Available","Not Available","Not Available","0.227113","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
