Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,Preventive Condition/Procedure Score
"310028","NEWTON MEDICAL CENTER","175 HIGH ST","Newton","NJ","07860","SUSSEX","0.98292","9 out of 10","8 out of 9","9 out of 10","9"
"240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","1025 MARSH STREET","Mankato","MN","56002","BLUE EARTH","0.93161","3 out of 10","1 out of 9","3 out of 10","3"
"450211","MEMORIAL MEDICAL CENTER OF EAST TEXAS","1201 WEST FRANK STREET","Lufkin","TX","75901","ANGELINA","0.86135","0 out of 10","0 out of 9","0 out of 10","0"
"380091","KAISER SUNNYSIDE MEDICAL CENTER","10180 SE SUNNYSIDE ROAD","Clackamas","OR","97015","CLACKAMAS","0.98516","9 out of 10","7 out of 9","9 out of 10","9"
"450229","HENDRICK MEDICAL CENTER","1900 PINE","Abilene","TX","79601","TAYLOR","0.94575","5 out of 10","6 out of 9","6 out of 10","6"
"050588","SAN DIMAS COMMUNITY HOSPITAL","1350 W COVINA BLVD","San Dimas","CA","91773","LOS ANGELES","0.97980","9 out of 10","8 out of 9","9 out of 10","9"
"470005","RUTLAND REGIONAL MEDICAL CENTER","160 ALLEN ST","Rutland","VT","05701","RUTLAND","0.94947","5 out of 10","5 out of 9","5 out of 10","5"
"490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","Low Moor ","VA","24457","ALLEGHANY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"050394","COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA","147 N BRENT ST","Ventura","CA","93003","VENTURA","0.86864","0 out of 10","4 out of 9","4 out of 10","4"
"110233","SOUTHEASTERN REGIONAL MEDICAL CENTER","600 CELEBRATE LIFE PARKWAY","Newnan","GA","30265","COWETA","0.99649","10 out of 10","Not Available","10 out of 10","10"
"160030","MARY GREELEY MEDICAL CENTER","1111 DUFF AVENUE","Ames","IA","50010","STORY","0.97490","8 out of 10","5 out of 9","8 out of 10","8"
"230059","SAINT MARY'S HEALTH CARE","200 JEFFERSON AVENUE SE","Grand Rapids","MI","49503","KENT","0.98689","9 out of 10","9 out of 9","9 out of 10","9"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","Hialeah","FL","33016","DADE","0.99293","10 out of 10","9 out of 9","10 out of 10","10"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","El Centro","CA","92243","IMPERIAL","0.84244","0 out of 10","5 out of 9","5 out of 10","5"
"050309","SUTTER ROSEVILLE MEDICAL CENTER","ONE MEDICAL PLAZA","Roseville","CA","95661","PLACER","0.98321","9 out of 10","9 out of 9","9 out of 10","9"
"030134","BANNER GOLDFIELD MEDICAL CENTER","2050 WEST SOUTHERN AVENUE","Apache Junction","AZ","85120","PINAL","0.99357","10 out of 10","Not Available","10 out of 10","10"
"450674","WOMANS HOSPITAL OF TEXAS,THE","7600 FANNIN","Houston","TX","77054","HARRIS","0.92412","2 out of 10","8 out of 9","8 out of 10","8"
"450686","UNIVERSITY MEDICAL CENTER","602 INDIANA AVENUE","Lubbock","TX","79416","LUBBOCK","0.98814","9 out of 10","9 out of 9","9 out of 10","9"
"450400","PARKVIEW REGIONAL HOSPITAL","600 SOUTH BONHAM STREET","Mexia","TX","76667","LIMESTONE","0.93704","4 out of 10","0 out of 9","4 out of 10","4"
"230040","SPECTRUM HEALTH PENNOCK","1009 W GREEN ST","Hastings","MI","49058","BARRY","0.98134","9 out of 10","9 out of 9","9 out of 10","9"
"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","Brooklyn","NY","11219","KINGS","0.62418","0 out of 10","0 out of 9","0 out of 10","0"
"110073","DORMINY MEDICAL CENTER","200 PERRY HOUSE ROAD, BOX 1447","Fitzgerald","GA","31750","BEN HILL","0.86415","0 out of 10","0 out of 9","0 out of 10","0"
"230108","UP HEALTH SYSTEM PORTAGE","500 CAMPUS DRIVE","Hancock","MI","49930","HOUGHTON","0.97154","8 out of 10","4 out of 9","8 out of 10","8"
"370020","MERCY HOSPITAL ADA","430 NORTH MONTE VISTA","Ada","OK","74820","PONTOTOC","0.95324","6 out of 10","6 out of 9","6 out of 10","6"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","1221 WHIPPLE ST","Eau Claire","WI","54703","EAU CLAIRE","0.95856","6 out of 10","8 out of 9","8 out of 10","8"
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.","Mcminnville","OR","97128","YAMHILL","0.97568","8 out of 10","5 out of 9","8 out of 10","8"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","Wenatchee","WA","98807","CHELAN","0.91371","1 out of 10","4 out of 9","4 out of 10","4"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","Little Rock","AR","72205","PULASKI","0.94177","4 out of 10","8 out of 9","8 out of 10","8"
"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","Corpus Christi","TX","78405","NUECES","0.85401","0 out of 10","0 out of 9","0 out of 10","0"
"050510","KAISER FOUNDATION HOSPITAL","99 MONTECILLO RD","San Rafael","CA","94903","MARIN","0.97867","8 out of 10","8 out of 9","8 out of 10","8"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","Farmington","NM","87401","SAN JUAN","0.94118","4 out of 10","7 out of 9","7 out of 10","7"
"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","Tupelo","MS","38801","LEE","0.96885","7 out of 10","5 out of 9","7 out of 10","7"
"050455","SAN JOAQUIN COMMUNITY HOSPITAL","2615 CHESTER AVENUE","Bakersfield","CA","93301","KERN","0.99411","10 out of 10","9 out of 9","10 out of 10","10"
"440048","BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","Memphis","TN","38120","SHELBY","0.87752","0 out of 10","0 out of 9","0 out of 10","0"
"140089","MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET","Macomb","IL","61455","MCDONOUGH","0.99091","10 out of 10","9 out of 9","10 out of 10","10"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","Mesa","AZ","85202","MARICOPA","0.96798","7 out of 10","4 out of 9","7 out of 10","7"
"050329","CORONA REGIONAL MEDICAL CENTER","800 SOUTH MAIN STREET","Corona","CA","92882","RIVERSIDE","0.94747","5 out of 10","6 out of 9","6 out of 10","6"
"220029","ANNA JAQUES HOSPITAL","25 HIGHLAND AVENUE","Newburyport","MA","01950","ESSEX","0.96875","7 out of 10","5 out of 9","7 out of 10","7"
"110079","GRADY MEMORIAL HOSPITAL","80 JESSE HILL, JR DRIVE SE","Atlanta","GA","30303","FULTON","0.95661","6 out of 10","8 out of 9","8 out of 10","8"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 W 27 ST  PO BOX 1408","Lumberton","NC","28359","ROBESON","0.92412","2 out of 10","6 out of 9","6 out of 10","6"
"310058","BERGEN REGIONAL MEDICAL CENTER","230 EAST RIDGEWOOD AVE","Paramus","NJ","07652","BERGEN","0.92430","2 out of 10","7 out of 9","7 out of 10","7"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","Brooklyn","NY","11203","KINGS","0.52344","0 out of 10","0 out of 9","0 out of 10","0"
"280077","FREMONT HEALTH MEDICAL CENTER","450 EAST 23RD ST","Fremont","NE","68025","DODGE","0.96875","7 out of 10","6 out of 9","7 out of 10","7"
"490118","HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD","Richmond","VA","23229","HENRICO","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","Walterboro","SC","29488","COLLETON","0.98341","9 out of 10","5 out of 9","9 out of 10","9"
"490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","Alexandria","VA","22306","FAIRFAX","0.96569","7 out of 10","8 out of 9","8 out of 10","8"
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","Shiprock","NM","87420","SAN JUAN","0.90823","1 out of 10","5 out of 9","5 out of 10","5"
"050567","MISSION HOSPITAL REGIONAL MED CENTER","27700 MEDICAL CENTER RD","Mission Viejo","CA","92691","ORANGE","0.90503","0 out of 10","1 out of 9","1 out of 10","1"
"230216","MCLAREN PORT HURON","1221 PINE GROVE AVE","Port Huron","MI","48061","SAINT CLAIR","0.97297","8 out of 10","7 out of 9","8 out of 10","8"
"170023","ST CATHERINE HOSPITAL","401 EAST SPRUCE","Garden City","KS","67846","FINNEY","0.98925","10 out of 10","9 out of 9","10 out of 10","10"
"360159","ADENA REGIONAL MEDICAL CENTER","272 HOSPITAL ROAD","Chillicothe","OH","45601","ROSS","0.99625","10 out of 10","9 out of 9","10 out of 10","10"
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","Staten Island","NY","10305","RICHMOND","0.96350","7 out of 10","7 out of 9","7 out of 10","7"
"100007","FLORIDA HOSPITAL","601 E ROLLINS ST","Orlando","FL","32803","ORANGE","0.98772","9 out of 10","9 out of 9","9 out of 10","9"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","Athens","GA","30606","CLARKE","0.92843","3 out of 10","0 out of 9","3 out of 10","3"
"050414","MERCY HOSPITAL OF FOLSOM","1650 CREEKSIDE DRIVE","Folsom","CA","95630","SACRAMENTO","0.98464","9 out of 10","9 out of 9","9 out of 10","9"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","Meadowbrook","PA","19046","MONTGOMERY","0.89474","0 out of 10","0 out of 9","0 out of 10","0"
"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD","Philadelphia","PA","19141","PHILADELPHIA","0.93399","4 out of 10","3 out of 9","4 out of 10","4"
"440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700","Memphis","TN","38104","SHELBY","0.98535","9 out of 10","9 out of 9","9 out of 10","9"
"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN STREET","Walnut Creek","CA","94596","CONTRA COSTA","0.97650","8 out of 10","8 out of 9","8 out of 10","8"
"060114","PARKER ADVENTIST HOSPITAL","9395 CROWN CREST BLVD","Parker","CO","80138","DOUGLAS","0.94084","4 out of 10","6 out of 9","6 out of 10","6"
"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","Jefferson City","TN","37760","JEFFERSON","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"430048","SPEARFISH REGIONAL HOSPITAL","1440 N MAIN ST","Spearfish","SD","57783","LAWRENCE","0.95572","6 out of 10","7 out of 9","7 out of 10","7"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","Ashland","AL","36251","CLAY","0.94969","5 out of 10","3 out of 9","5 out of 10","5"
"360048","UNIVERSITY OF TOLEDO MEDICAL CENTER","3000 ARLINGTON AVENUE","Toledo","OH","43699","LUCAS","0.94349","5 out of 10","7 out of 9","7 out of 10","7"
"160024","IOWA LUTHERAN HOSPITAL","700 EAST UNIVERSITY AVENUE","Des Moines","IA","50316","POLK","0.89851","0 out of 10","3 out of 9","3 out of 10","3"
"200033","EASTERN MAINE MEDICAL CENTER","PO BOX 404","Bangor","ME","04401","PENOBSCOT","0.90707","1 out of 10","6 out of 9","6 out of 10","6"
"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","Wellsville","NY","14895","ALLEGANY","0.99515","10 out of 10","9 out of 9","10 out of 10","10"
"450447","NAVARRO REGIONAL HOSPITAL","3201 WEST HIGHWAY 22","Corsicana","TX","75110","NAVARRO","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","Chattanooga","TN","37403","HAMILTON","0.87273","0 out of 10","4 out of 9","4 out of 10","4"
"370211","INTEGRIS CANADIAN VALLEY  HOSPITAL","1201 HEALTH CENTER PARKWAY","Yukon","OK","73099","CANADIAN","0.97458","8 out of 10","9 out of 9","9 out of 10","9"
"370218","SAINT FRANCIS HOSPITAL SOUTH, LLC","10501 EAST 91ST STREET SOUTH","Tulsa","OK","74133","TULSA","0.98899","10 out of 10","9 out of 9","10 out of 10","10"
"350002","ST ALEXIUS MEDICAL CENTER","900 E BROADWAY","Bismarck","ND","58501","BURLEIGH","0.95483","6 out of 10","8 out of 9","8 out of 10","8"
"240101","ESSENTIA HEALTH ST MARYS - DETROIT LAKES","1027 WASHINGTON AVE","Detroit Lakes","MN","56501","BECKER","0.95261","6 out of 10","9 out of 9","9 out of 10","9"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","Demopolis","AL","36732","MARENGO","0.91139","1 out of 10","7 out of 9","7 out of 10","7"
"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","Saint Louis","MO","63131","ST. LOUIS","0.97358","8 out of 10","6 out of 9","8 out of 10","8"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","Orange Park","FL","32073","CLAY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"450639","TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","1600 HOSPITAL PARKWAY","Bedford","TX","76022","TARRANT","0.99838","10 out of 10","9 out of 9","10 out of 10","10"
"040085","HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING JR DRIVE","Helena","AR","72342","PHILLIPS","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","Dothan","AL","36302","HOUSTON","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"150100","ST MARY'S MEDICAL CENTER","3700 WASHINGTON AVE","Evansville","IN","47750","VANDERBURGH","0.90926","1 out of 10","0 out of 9","1 out of 10","1"
"360156","MEMORIAL HOSPITAL","715 SOUTH TAFT AVENUE","Fremont","OH","43420","SANDUSKY","0.98340","9 out of 10","9 out of 9","9 out of 10","9"
"520019","MINISTRY SAINT MARYS HOSPITAL","2251 NORTH SHORE DR","Rhinelander","WI","54501","ONEIDA","0.98423","9 out of 10","9 out of 9","9 out of 10","9"
"250124","MAGEE GENERAL HOSPITAL","300 3RD AVE SE","Magee","MS","39111","SIMPSON","0.80591","0 out of 10","0 out of 9","0 out of 10","0"
"310040","CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER","308 WILLOW AVE","Hoboken","NJ","07030","HUDSON","0.95309","6 out of 10","8 out of 9","8 out of 10","8"
"180143","SAINT JOSEPH EAST","150 NORTH EAGLE CREEK DRIVE","Lexington","KY","40509","FAYETTE","0.94432","5 out of 10","5 out of 9","5 out of 10","5"
"170068","SOUTHWEST MEDICAL CENTER","315 WEST 15TH STREET","Liberal","KS","67901","SEWARD","0.94348","5 out of 10","7 out of 9","7 out of 10","7"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","Anniston","AL","36207","CALHOUN","0.76265","0 out of 10","0 out of 9","0 out of 10","0"
"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","Tavares","FL","32778","LAKE","0.93357","3 out of 10","3 out of 9","3 out of 10","3"
"390322","ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC","3300 TILLMAN DRIVE","Bensalem","PA","19020","BUCKS","0.95588","6 out of 10","8 out of 9","8 out of 10","8"
"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","Gulf Breeze","FL","32561","SANTA ROSA","0.94884","5 out of 10","6 out of 9","6 out of 10","6"
"110198","WELLSTAR NORTH FULTON HOSPITAL","3000 HOSPITAL BOULEVARD","Roswell","GA","30076","FULTON","0.96161","7 out of 10","0 out of 9","7 out of 10","7"
"100032","BAYFRONT HEALTH - ST PETERSBURG","701 6TH ST S","Saint Petersburg","FL","33701","PINELLAS","0.94981","5 out of 10","9 out of 9","9 out of 10","9"
"490044","SENTARA OBICI HOSPITAL","2800 GODWIN BOULEVARD","Suffolk","VA","23434","SUFFOLK CITY","0.95455","6 out of 10","7 out of 9","7 out of 10","7"
"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 GOLF COURSE ROAD","Grand Rapids","MN","55744","ITASCA","0.97500","8 out of 10","9 out of 9","9 out of 10","9"
"360017","GRANT MEDICAL CENTER","111 SOUTH GRANT AVENUE","Columbus","OH","43215","FRANKLIN","0.95856","6 out of 10","1 out of 9","6 out of 10","6"
"040014","WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE","Searcy","AR","72143","WHITE","0.99438","10 out of 10","9 out of 9","10 out of 10","10"
"140145","ST JOSEPHS HOSPITAL","9515 HOLY CROSS LN","Breese","IL","62230","CLINTON","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"140052","OSF SAINT ANTHONY'S HEALTH CENTER","ST ANTHONY'S WAY","Alton","IL","62002","MADISON","0.99683","10 out of 10","9 out of 9","10 out of 10","10"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","Jacksonville","FL","32216","DUVAL","0.99836","10 out of 10","9 out of 9","10 out of 10","10"
"370034","MCALESTER REGIONAL HEALTH CENTER AUTHORITY","ONE CLARK BASS BOULEVARD","Mcalester","OK","74501","PITTSBURG","0.91029","1 out of 10","4 out of 9","4 out of 10","4"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","Philadelphia","PA","19102","PHILADELPHIA","0.99465","10 out of 10","9 out of 9","10 out of 10","10"
"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD /MAIL PO BOX 1506","Starkville","MS","39759","OKTIBBEHA","0.85514","0 out of 10","7 out of 9","7 out of 10","7"
"370153","ELKVIEW GENERAL HOSPITAL","429 WEST ELM STREET","Hobart","OK","73651","KIOWA","0.93309","3 out of 10","0 out of 9","3 out of 10","3"
"190245","MONROE SURGICAL HOSPITAL","2408 BROADMOOR BLVD","Monroe","LA","71201","OUACHITA","0.99248","10 out of 10","9 out of 9","10 out of 10","10"
"040010","MERCY HOSPITAL NORTHWEST ARKANSAS","2710 SOUTH RIFE MEDICAL LANE","Rogers","AR","72758","BENTON","0.99395","10 out of 10","9 out of 9","10 out of 10","10"
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","Hartsville","SC","29550","DARLINGTON","0.97613","8 out of 10","8 out of 9","8 out of 10","8"
"150177","UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","Mishawaka","IN","46545","ST. JOSEPH","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"260006","MOSAIC LIFE CARE AT ST JOSEPH","5325 FARAON STREET","Saint Joseph","MO","64506","BUCHANAN","0.99033","10 out of 10","9 out of 9","10 out of 10","10"
"030014","JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","Scottsdale","AZ","85258","MARICOPA","0.95447","6 out of 10","5 out of 9","6 out of 10","6"
"670005","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","300 KINGWOOD MEDICAL DRIVE","Kingwood","TX","77339","HARRIS","0.81579","0 out of 10","0 out of 9","0 out of 10","0"
"390048","GEISINGER-LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE","Lewistown","PA","17044","MIFFLIN","0.87886","0 out of 10","5 out of 9","5 out of 10","5"
"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","Chesterfield","MO","63017","ST. LOUIS","0.95926","6 out of 10","8 out of 9","8 out of 10","8"
"100161","CENTRAL FLORIDA REGIONAL HOSPITAL","1401 W SEMINOLE BLVD","Sanford","FL","32771","SEMINOLE","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"260110","SOUTHEASTHEALTH","1701 LACEY ST","Cape Girardeau","MO","63701","CAPE GIRARDEAU","0.94291","5 out of 10","5 out of 9","5 out of 10","5"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","Coral Gables","FL","33134","DADE","0.97236","8 out of 10","0 out of 9","8 out of 10","8"
"060023","ST MARYS  MEDICAL CENTER","2635 N 7TH STREET","Grand Junction","CO","81502","MESA","0.96711","7 out of 10","6 out of 9","7 out of 10","7"
"060012","CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","1008 MINNEQUA AVE","Pueblo","CO","81004","PUEBLO","0.99471","10 out of 10","9 out of 9","10 out of 10","10"
"050776","COLLEGE MEDICAL CENTER","2776 PACIFIC AVENUE","Long Beach","CA","90806","LOS ANGELES","0.93706","4 out of 10","Not Available","4 out of 10","4"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","Brooklyn","NY","11213","KINGS","0.65918","0 out of 10","4 out of 9","4 out of 10","4"
"050616","ST JOHNS PLEASANT VALLEY HOSPITAL","2309 ANTONIO AVE","Camarillo","CA","93010","VENTURA","0.89434","0 out of 10","4 out of 9","4 out of 10","4"
"180009","KING'S DAUGHTERS' MEDICAL CENTER","2201 LEXINGTON AVENUE","Ashland","KY","41101","BOYD","0.98080","9 out of 10","7 out of 9","9 out of 10","9"
"330046","ST LUKE'S ROOSEVELT HOSPITAL","1000 TENTH AVENUE","New York","NY","10019","NEW YORK","0.86187","0 out of 10","0 out of 9","0 out of 10","0"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","Mobile","AL","36607","MOBILE","0.98669","9 out of 10","9 out of 9","9 out of 10","9"
"230217","OAKLAWN HOSPITAL","200 N MADISON","Marshall","MI","49068","CALHOUN","0.98240","9 out of 10","8 out of 9","9 out of 10","9"
"490093","SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE","Hampton","VA","23666","HAMPTON CITY","0.96358","7 out of 10","0 out of 9","7 out of 10","7"
"450214","GULF COAST MEDICAL CENTER","10141 US 59 NORTH","Wharton","TX","77488","WHARTON","0.86508","0 out of 10","4 out of 9","4 out of 10","4"
"450578","HEMPHILL COUNTY HOSPITAL","1020 S 4TH ST","Canadian","TX","79014","HEMPHILL","0.43396","0 out of 10","2 out of 9","2 out of 10","2"
"450055","ROLLING PLAINS MEMORIAL HOSPITAL","200 E ARIZONA","Sweetwater","TX","79556","NOLAN","0.99611","10 out of 10","9 out of 9","10 out of 10","10"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD","Newnan","GA","30263","COWETA","0.87800","0 out of 10","5 out of 9","5 out of 10","5"
"180095","CRITTENDEN HEALTH SYSTEM","520 WEST GUM STREET","Marion","KY","42064","CRITTENDEN","0.93564","4 out of 10","7 out of 9","7 out of 10","7"
"040011","CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET","Danville","AR","72833","YELL","0.81338","0 out of 10","0 out of 9","0 out of 10","0"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","Moulton","AL","35650","LAWRENCE","0.92405","2 out of 10","0 out of 9","2 out of 10","2"
"450580","HOUSTON COUNTY MEDICAL CENTER","1100 LOOP 304 EAST","Crockett","TX","75835","HOUSTON","0.85043","0 out of 10","6 out of 9","6 out of 10","6"
"030132","FLORENCE HOSPITAL AT ANTHEM, LLC","4545 NORTH HUNT HIGHWAY","Florence","AZ","85132","PINAL","0.98696","9 out of 10","Not Available","9 out of 10","9"
"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET","Meadville","PA","16335","CRAWFORD","0.96008","6 out of 10","8 out of 9","8 out of 10","8"
"460001","UTAH VALLEY HOSPITAL","1034 NORTH 500 WEST","Provo","UT","84604","UTAH","0.99395","10 out of 10","9 out of 9","10 out of 10","10"
