"Hospital_Name","PROVIDER ID","State","Fiscal Year","Domain_1_Score","Domain_1_Score_Footnote","Domain_1_Start_Date","Domain_1_End_Date","AHRQ_PSI_90_Score","AHRQ_PSI_90_Score_Footnote","Domain_2_Score","Domain_2_Score_Footnote","CLABSI_Score","CLABSI_Score_Footnote","CAUTI_Score","CAUTI_Score_Footnote","SSI_Score","SSI_Score_Footnote","Domain_2_Start_Date","Domain_2_End_Date","TOTAL_HAC_SCORE","Total_HAC_Score_Footnote"
EAST TEXAS MEDICAL CENTER ATHENS,450389,TX,2016,1.0000,,07012012,06302014,1.0000,,1.3333,,1,,1,,2,,01012013,12312014,1.2500,
MEMORIAL MEDICAL CENTER LIVINGSTON,450395,TX,2016,9.0000,,07012012,06302014,9.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,3.0000,
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
PARKVIEW REGIONAL HOSPITAL,450400,TX,2016,5.0000,,07012012,06302014,5.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.0000,
MEDICAL CENTER OF MCKINNEY,450403,TX,2016,7.0000,,07012012,06302014,7.0000,,6.3333,,4,,10,,5,,01012013,12312014,6.5000,
EASTLAND MEMORIAL HOSPITAL,450411,TX,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,1.7500,
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,450419,TX,2016,8.0000,,07012012,06302014,8.0000,,4.0000,,N/A,,4,,N/A,,01012013,12312014,5.0000,
BAYLOR MEDICAL CENTER AT UPTOWN,450422,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
SAN JACINTO METHODIST HOSPITAL,450424,TX,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,3,,3,,3,,01012013,12312014,2.5000,
ST DAVID'S MEDICAL CENTER,450431,TX,2016,1.0000,,07012012,06302014,1.0000,,7.3333,,5,,9,,8,,01012013,12312014,5.7500,
NAVARRO REGIONAL HOSPITAL,450447,TX,2016,7.0000,,07012012,06302014,7.0000,,3.6667,,1,,1,,9,,01012013,12312014,4.5000,
GLEN ROSE MEDICAL CENTER,450451,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
TYLER COUNTY HOSPITAL,450460,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,450462,TX,2016,8.0000,,07012012,06302014,8.0000,,7.0000,,7,,9,,5,,01012013,12312014,7.2500,
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,2016,9.0000,,07012012,06302014,9.0000,,5.5000,,N/A,,1,,10,,01012013,12312014,6.3750,
WILSON N. JONES REGIONAL MEDICAL CENTER,450469,TX,2016,3.0000,,07012012,06302014,3.0000,,3.0000,,3,,4,,2,,01012013,12312014,3.0000,
ETMC HENDERSON,450475,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
WOODLAND HEIGHTS MEDICAL CENTER,450484,TX,2016,4.0000,,07012012,06302014,4.0000,,6.6667,,10,,4,,6,,01012013,12312014,6.0000,
ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,450488,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
MEDICAL ARTS HOSPITAL,450489,TX,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
BOWIE MEMORIAL HOSPITAL,450497,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
STEPHENS MEMORIAL HOSPITAL,450498,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
MEMORIAL HOSPITAL,450508,TX,2016,9.0000,,07012012,06302014,9.0000,,3.3333,,4,,5,,1,,01012013,12312014,4.7500,
THE MEDICAL CENTER OF SOUTHEAST TEXAS,450518,TX,2016,1.0000,,07012012,06302014,1.0000,,4.0000,,6,,2,,4,,01012013,12312014,3.2500,
METHODIST RICHARDSON MEDICAL CENTER,450537,TX,2016,5.0000,,07012012,06302014,5.0000,,4.6667,,3,,9,,2,,01012013,12312014,4.7500,
COVENANT HOSPITAL PLAINVIEW,450539,TX,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.7500,
ABILENE REGIONAL MEDICAL CENTER,450558,TX,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,8,,5,,6,,01012013,12312014,5.5000,
BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,450563,TX,2016,10.0000,,07012012,06302014,10.0000,,8.3333,,10,,7,,8,,01012013,12312014,8.7500,
PALO PINTO GENERAL HOSPITAL,450565,TX,2016,9.0000,,07012012,06302014,9.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,3.0000,
SHANNON MEDICAL CENTER,450571,TX,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,6,,7,,7,,01012013,12312014,5.2500,
CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
HEMPHILL COUNTY HOSPITAL,450578,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
EAST TEXAS MEDICAL CENTER CROCKETT,450580,TX,2016,7.0000,,07012012,06302014,7.0000,,4.0000,,N/A,,N/A,,4,,01012013,12312014,4.7500,
WILBARGER GENERAL HOSPITAL,450584,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
SEYMOUR HOSPITAL,450586,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
BROWNWOOD REGIONAL MEDICAL CENTER,450587,TX,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,9,,1,,5,,01012013,12312014,4.0000,
LAKE GRANBURY MEDICAL CENTER,450596,TX,2016,3.0000,,07012012,06302014,3.0000,,2.0000,,1,,1,,4,,01012013,12312014,2.2500,
CUERO COMMUNITY HOSPITAL,450597,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
HILL COUNTRY MEMORIAL HOSPITAL INC,450604,TX,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,N/A,,5,,5,,01012013,12312014,4.0000,
CARE REGIONAL MEDICAL CENTER,450605,TX,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,450610,TX,2016,1.0000,,07012012,06302014,1.0000,,4.3333,,5,,5,,3,,01012013,12312014,3.5000,
CLEAR LAKE REGIONAL MEDICAL CENTER,450617,TX,2016,3.0000,,07012012,06302014,3.0000,,3.3333,,3,,4,,3,,01012013,12312014,3.2500,
DIMMIT REGIONAL HOSPITAL,450620,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
DENTON REGIONAL MEDICAL CENTER,450634,TX,2016,5.0000,,07012012,06302014,5.0000,,4.0000,,7,,3,,2,,01012013,12312014,4.2500,
HOUSTON NORTHWEST MEDICAL CENTER,450638,TX,2016,2.0000,,07012012,06302014,2.0000,,6.3333,,8,,8,,3,,01012013,12312014,5.2500,
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,450639,TX,2016,2.0000,,07012012,06302014,2.0000,,8.6667,,8,,9,,9,,01012013,12312014,7.0000,
NOCONA GENERAL HOSPITAL,450641,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
DOCTORS HOSPITAL OF LAREDO,450643,TX,2016,1.0000,,07012012,06302014,1.0000,,8.3333,,6,,10,,9,,01012013,12312014,6.5000,
WEST HOUSTON MEDICAL CENTER,450644,TX,2016,5.0000,,07012012,06302014,5.0000,,5.3333,,5,,6,,5,,01012013,12312014,5.2500,
MEDICAL CITY DALLAS HOSPITAL,450647,TX,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,5,,7,,6,,01012013,12312014,6.7500,
MEDICAL CENTER OF PLANO,450651,TX,2016,9.0000,,07012012,06302014,9.0000,,6.6667,,7,,6,,7,,01012013,12312014,7.2500,
SCENIC MOUNTAIN MEDICAL CENTER,450653,TX,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.7500,
STARR COUNTY MEMORIAL HOSPITAL,450654,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
NACOGDOCHES MEDICAL CENTER,450656,TX,2016,5.0000,,07012012,06302014,5.0000,,3.0000,,1,,2,,6,,01012013,12312014,3.5000,
EAST TEXAS MEDICAL CENTER - FAIRFIELD,450658,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
PARK PLAZA HOSPITAL,450659,TX,2016,3.0000,,07012012,06302014,3.0000,,6.3333,,9,,5,,5,,01012013,12312014,5.5000,
ODESSA REGIONAL HOSPITAL,450661,TX,2016,8.0000,,07012012,06302014,8.0000,,3.0000,,4,,1,,4,,01012013,12312014,4.2500,
VALLEY REGIONAL MEDICAL CENTER,450662,TX,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,6,,6,,8,,01012013,12312014,5.7500,
SIERRA MEDICAL CENTER,450668,TX,2016,8.0000,,07012012,06302014,8.0000,,5.0000,,5,,3,,7,,01012013,12312014,5.7500,
MEDICAL CENTER OF LEWISVILLE,450669,TX,2016,2.0000,,07012012,06302014,2.0000,,1.6667,,3,,1,,1,,01012013,12312014,1.7500,
TOMBALL REGIONAL MEDICAL CENTER,450670,TX,2016,7.0000,,07012012,06302014,7.0000,,4.3333,,3,,7,,3,,01012013,12312014,5.0000,
PLAZA MEDICAL CENTER OF FORT WORTH,450672,TX,2016,6.0000,,07012012,06302014,6.0000,,8.6667,,9,,7,,10,,01012013,12312014,8.0000,
"WOMANS HOSPITAL OF TEXAS,THE",450674,TX,2016,8.0000,,07012012,06302014,8.0000,,2.0000,,3,,1,,2,,01012013,12312014,3.5000,
MEDICAL CENTER OF ARLINGTON,450675,TX,2016,4.0000,,07012012,06302014,4.0000,,6.6667,,8,,8,,4,,01012013,12312014,6.0000,
TEXAS HEALTH HUGULEY HOSPITAL FORT WORK SOUTH,450677,TX,2016,4.0000,,07012012,06302014,4.0000,,3.3333,,4,,2,,4,,01012013,12312014,3.5000,
DOCTORS HOSPITAL,450678,TX,2016,5.0000,,07012012,06302014,5.0000,,6.0000,,8,,8,,2,,01012013,12312014,5.7500,
MEMORIAL HERMANN NORTHEAST,450684,TX,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,4,,6,,8,,01012013,12312014,4.7500,
UNIVERSITY MEDICAL CENTER,450686,TX,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,8,,4,,8,,01012013,12312014,5.7500,
DALLAS REGIONAL MEDICAL CENTER,450688,TX,2016,1.0000,,07012012,06302014,1.0000,,2.0000,,2,,1,,3,,01012013,12312014,1.7500,
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,450690,TX,2016,5.0000,,07012012,06302014,5.0000,,4.6667,,10,,1,,3,,01012013,12312014,4.7500,
EL CAMPO MEMORIAL HOSPITAL,450694,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
SOUTHWEST GENERAL HOSPITAL,450697,TX,2016,2.0000,,07012012,06302014,2.0000,,7.6667,,10,,10,,3,,01012013,12312014,6.2500,
LAMB HEALTHCARE CENTER,450698,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,2016,3.0000,,07012012,06302014,3.0000,,7.0000,,10,,9,,2,,01012013,12312014,6.0000,
HOUSTON METHODIST ST JOHN HOSPITAL,450709,TX,2016,8.0000,,07012012,06302014,8.0000,,4.0000,,6,,5,,1,,01012013,12312014,5.0000,
RIO GRANDE REGIONAL HOSPITAL,450711,TX,2016,7.0000,,07012012,06302014,7.0000,,8.0000,,10,,8,,6,,01012013,12312014,7.7500,
ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,450713,TX,2016,5.0000,,07012012,06302014,5.0000,,9.3333,,8,,10,,10,,01012013,12312014,8.2500,
CYPRESS FAIRBANKS MEDICAL CENTER,450716,TX,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,7,,5,,3,,01012013,12312014,4.7500,
ST. DAVID'S ROUND ROCK MEDICAL CENTER,450718,TX,2016,1.0000,,07012012,06302014,1.0000,,8.6667,,10,,7,,9,,01012013,12312014,6.7500,
METHODIST CHARLTON MEDICAL CENTER,450723,TX,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,3,,10,,8,,01012013,12312014,6.2500,
BAYLOR MEDICAL CENTER AT CARROLLTON,450730,TX,2016,10.0000,,07012012,06302014,10.0000,,6.0000,,8,,9,,1,,01012013,12312014,7.0000,
LAKE POINTE MEDICAL CENTER,450742,TX,2016,2.0000,,07012012,06302014,2.0000,,5.6667,,4,,3,,10,,01012013,12312014,4.7500,
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,450743,TX,2016,5.0000,,07012012,06302014,5.0000,,7.6667,,8,,7,,8,,01012013,12312014,7.0000,
KNOX COUNTY HOSPITAL,450746,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
PALESTINE REGIONAL MEDICAL CENTER,450747,TX,2016,3.0000,,07012012,06302014,3.0000,,4.5000,,N/A,,8,,1,,01012013,12312014,4.1250,
EAST TEXAS MEDICAL CENTER TRINITY,450749,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
HAMILTON GENERAL HOSPITAL,450754,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
COVENANT HOSPITAL LEVELLAND,450755,TX,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,450766,TX,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,6,,5,,7,,01012013,12312014,4.7500,
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,450771,TX,2016,4.0000,,07012012,06302014,4.0000,,6.3333,,6,,7,,6,,01012013,12312014,5.7500,
TOPS SURGICAL SPECIALTY HOSPITAL,450774,TX,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
KINGWOOD MEDICAL CENTER,450775,TX,2016,6.0000,,07012012,06302014,6.0000,,7.0000,,7,,9,,5,,01012013,12312014,6.7500,
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,2016,7.0000,,07012012,06302014,7.0000,,3.3333,,3,,3,,4,,01012013,12312014,4.2500,
METHODIST AMBULATORY SURGERY HOSPITAL N.W.,450780,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
THE CORPUS CHRISTI MEDICAL CENTER,450788,TX,2016,1.0000,,07012012,06302014,1.0000,,5.6667,,6,,7,,4,,01012013,12312014,4.5000,
NORTHWEST TEXAS SURGERY CENTER,450796,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,450797,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
CHRISTUS ST MICHAEL HEALTH SYSTEM,450801,TX,2016,3.0000,,07012012,06302014,3.0000,,3.6667,,8,,2,,1,,01012013,12312014,3.5000,
DOCTORS HOSPITAL TIDWELL,450803,TX,2016,2.0000,,07012012,06302014,2.0000,,10.0000,,N/A,,10,,N/A,,01012013,12312014,8.0000,
TEXAS ORTHOPEDIC HOSPITAL,450804,TX,2016,1.0000,,07012012,06302014,1.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,1.0000,
NORTHWEST HILLS SURGICAL HOSPITAL,450808,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
NORTH AUSTIN MEDICAL CENTER,450809,TX,2016,4.0000,,07012012,06302014,4.0000,,6.3333,,5,,9,,5,,01012013,12312014,5.7500,
METHODIST SUGAR LAND HOSPITAL,450820,TX,2016,1.0000,,07012012,06302014,1.0000,,2.6667,,3,,4,,1,,01012013,12312014,2.2500,
LAS COLINAS MEDICAL CENTER,450822,TX,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,7,,4,,9,,01012013,12312014,5.7500,
CORNERSTONE REGIONAL HOSPITAL,450825,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
KELL WEST REGIONAL HOSPITAL,450827,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,2016,3.0000,,07012012,06302014,3.0000,,2.0000,,N/A,,3,,1,,01012013,12312014,2.2500,
SURGERY SPECIALTY HOSPITALS OF AMERICA S E HOUSTON,450831,TX,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
ENNIS REGIONAL MEDICAL CENTER,450833,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
"PHYSICIANS CENTRE,THE",450834,TX,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,2016,6.0000,,07012012,06302014,6.0000,,2.6667,,1,,6,,1,,01012013,12312014,3.5000,
METHODIST WILLOWBROOK HOSPITAL,450844,TX,2016,3.0000,,07012012,06302014,3.0000,,5.6667,,6,,3,,8,,01012013,12312014,5.0000,
EL PASO SPECIALTY HOSPITAL,450845,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,2016,1.0000,,07012012,06302014,1.0000,,5.0000,,3,,7,,5,,01012013,12312014,4.0000,
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,6,,5,,9,,01012013,12312014,5.7500,
BAYLOR HEART AND VASCULAR HOSPITAL,450851,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
BAYLOR MEDICAL CENTER AT FRISCO,450853,TX,2016,7.0000,,07012012,06302014,7.0000,,6.0000,,N/A,,N/A,,6,,01012013,12312014,6.2500,
HARLINGEN MEDICAL CENTER,450855,TX,2016,1.0000,,07012012,06302014,1.0000,,8.6667,,10,,9,,7,,01012013,12312014,6.7500,
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
SURGICAL SPECIALTY HOSPITAL OF SUGAR LAND,450860,TX,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,8,,2,,5,,01012013,12312014,4.7500,
TEXAS SPINE AND JOINT HOSPITAL,450864,TX,2016,2.0000,,07012012,06302014,2.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,2.0000,
SETON SOUTHWEST HOSPITAL,450865,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
SETON NORTHWEST HOSPITAL,450867,TX,2016,5.0000,,07012012,06302014,5.0000,,7.0000,,6,,8,,7,,01012013,12312014,6.5000,
DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,2016,5.0000,,07012012,06302014,5.0000,,4.6667,,6,,4,,4,,01012013,12312014,4.7500,
ARISE AUSTIN MEDICAL CENTER,450871,TX,2016,2.0000,,07012012,06302014,2.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,2.0000,
U S M D HOSPITAL AT ARLINGTON L P,450872,TX,2016,1.0000,,07012012,06302014,1.0000,,1.5000,,N/A,,1,,2,,01012013,12312014,1.3750,
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
PHYSICIANS SURGICAL HOSPITAL AT QUAIL CREEK,450875,TX,2016,1.0000,,07012012,06302014,1.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,1.0000,
LUBBOCK HEART HOSPITAL L P,450876,TX,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,1,,5,,N/A,,01012013,12312014,2.5000,
FOUNDATION SURGICAL HOSPITAL OF EL PASO,450877,TX,2016,5.0000,,07012012,06302014,5.0000,,6.0000,,N/A,,N/A,,6,,01012013,12312014,5.7500,
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,450880,TX,2016,2.0000,,07012012,06302014,2.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,2.0000,
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
CENTENNIAL MEDICAL CENTER,450885,TX,2016,10.0000,,07012012,06302014,10.0000,,6.3333,,10,,8,,1,,01012013,12312014,7.2500,
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,450889,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
BAYLOR REGIONAL MEDICAL CENTER AT PLANO,450890,TX,2016,9.0000,,07012012,06302014,9.0000,,8.0000,,7,,9,,8,,01012013,12312014,8.2500,
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,2016,5.0000,,07012012,06302014,5.0000,,2.0000,,N/A,,N/A,,2,,01012013,12312014,2.7500,
THE HEART HOSPITAL BAYLOR DENTON,450893,TX,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
PINE CREEK MEDICAL CENTER LLP,450894,TX,2016,4.0000,,07012012,06302014,4.0000,,7.0000,,N/A,,N/A,,7,,01012013,12312014,6.2500,
UTAH VALLEY REGIONAL MEDICAL CENTER,460001,UT,2016,10.0000,,07012012,06302014,10.0000,,8.0000,,6,,10,,8,,01012013,12312014,8.5000,
SALT LAKE REGIONAL MEDICAL CENTER,460003,UT,2016,10.0000,,07012012,06302014,10.0000,,10.0000,,10,,10,,10,,01012013,12312014,10.0000,
MCKAY DEE HOSPITAL,460004,UT,2016,10.0000,,07012012,06302014,10.0000,,9.0000,,7,,10,,10,,01012013,12312014,9.2500,
OGDEN REGIONAL MEDICAL CENTER,460005,UT,2016,3.0000,,07012012,06302014,3.0000,,5.3333,,3,,8,,5,,01012013,12312014,4.7500,
LDS HOSPITAL,460006,UT,2016,10.0000,,07012012,06302014,10.0000,,8.3333,,6,,9,,10,,01012013,12312014,8.7500,
VALLEY VIEW MEDICAL CENTER,460007,UT,2016,4.0000,,07012012,06302014,4.0000,,2.0000,,N/A,,1,,3,,01012013,12312014,2.5000,
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,460009,UT,2016,6.0000,,07012012,06302014,6.0000,,8.3333,,7,,8,,10,,01012013,12312014,7.7500,
INTERMOUNTAIN MEDICAL CENTER,460010,UT,2016,10.0000,,07012012,06302014,10.0000,,8.0000,,6,,9,,9,,01012013,12312014,8.5000,
CASTLEVIEW HOSPITAL,460011,UT,2016,5.0000,,07012012,06302014,5.0000,,9.0000,,N/A,,N/A,,9,,01012013,12312014,8.0000,
MOUNTAIN VIEW HOSPITAL,460013,UT,2016,2.0000,,07012012,06302014,2.0000,,5.6667,,1,,8,,8,,01012013,12312014,4.7500,
MOUNTAIN WEST MEDICAL CENTER,460014,UT,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
LOGAN REGIONAL HOSPITAL,460015,UT,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,1,,3,,10,,01012013,12312014,4.0000,
BRIGHAM CITY COMMUNITY HOSPITAL,460017,UT,2016,6.0000,,07012012,06302014,6.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.2500,
UINTAH BASIN MEDICAL CENTER,460019,UT,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
DIXIE REGIONAL MEDICAL CENTER,460021,UT,2016,7.0000,,07012012,06302014,7.0000,,4.0000,,3,,5,,4,,01012013,12312014,4.7500,
AMERICAN FORK HOSPITAL,460023,UT,2016,9.0000,,07012012,06302014,9.0000,,4.6667,,1,,4,,9,,01012013,12312014,5.7500,
SEVIER VALLEY MEDICAL CENTER,460026,UT,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
GARFIELD MEMORIAL HOSPITAL,460033,UT,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
BEAVER VALLEY HOSPITAL,460035,UT,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
BEAR RIVER VALLEY HOSPITAL,460039,UT,2016,8.0000,,07012012,06302014,8.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,8.0000,
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,10,,7,,1,,01012013,12312014,6.7500,
LAKEVIEW HOSPITAL,460042,UT,2016,4.0000,,07012012,06302014,4.0000,,4.3333,,1,,8,,4,,01012013,12312014,4.2500,
OREM COMMUNITY HOSPITAL,460043,UT,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
