"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"SD","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"TN","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"TX","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"UT","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"VA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"VI","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"VT","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"WA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"WI","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"WV","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"WY","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","97","","01/01/2015","09/30/2015"
"AK","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","86","","01/01/2015","09/30/2015"
"AL","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","96","","01/01/2015","09/30/2015"
"AR","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","93","","01/01/2015","09/30/2015"
"AS","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"AZ","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"CA","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"CO","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"CT","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"DC","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","95","","01/01/2015","09/30/2015"
"DE","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","99","","01/01/2015","09/30/2015"
"FL","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"GA","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"GU","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","100","","01/01/2015","09/30/2015"
"HI","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","99","","01/01/2015","09/30/2015"
"IA","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","98","","01/01/2015","09/30/2015"
"ID","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"IL","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"IN","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"KS","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"KY","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","97","","01/01/2015","09/30/2015"
"LA","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","95","","01/01/2015","09/30/2015"
"MA","Stroke Care","Ischemic stroke patients with a type of irregular heartbeat who were given a prescription for a blood thinner at discharge Higher percentages are better","STK_3","98","","01/01/2015","09/30/2015"
